location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
?,11/02/2016 15:34,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-200,,,-200,,-81,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-200,,,-200,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-200,,,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-200,-78,,-200,,-79,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-80,-78,-75,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-80,,,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,,-72,,-200,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-80,-72,-78,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-77,,-78,-200,-79,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-79,-64,-78,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-81,-64,-85,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-80,,-82,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-74,-69,-80,-200,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-78,-60,,-200,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-78,-60,-80,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-78,,,-200,-75,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-78,-63,-86,-200,-67,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-200,,-80,-200,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-74,-70,,-200,-79,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-75,-70,-82,-200,-72,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-76,-70,-82,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-73,,,-200,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-68,-71,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-73,-71,-200,,-77,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:34,-200,-73,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-68,-79,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-67,-74,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-71,-74,,,-75,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-69,-74,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-73,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-70,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-70,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-75,-200,,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-72,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-72,,-200,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-82,-76,-200,,-83,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-76,-76,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-76,-76,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-76,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-77,,-200,,-79,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-71,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-67,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-72,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,-200,-200,,-81,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-72,,-200,,-80,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-72,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-69,-200,-200,,-80,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-74,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-76,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-74,-200,-200,,-78,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-74,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-75,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-82,-200,-200,,,,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-77,-200,-200,,-78,-200,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-82,,-200,,,,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,-200,-200,,-78,-200,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,-200,,,,,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,-200,-200,,,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,-200,,,,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-81,-200,-200,,-79,-200,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-82,-200,,,,,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-82,-200,-200,,,-200,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-77,-200,-200,,,-200,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-81,-77,-200,-200,,,-200,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-81,-80,-200,,,,,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-81,-81,,-200,,-78,-200,-72,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-81,-81,,,,-78,,-72,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-81,-80,-200,-200,,,-200,-73,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-80,-200,-200,,,-200,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-78,-80,-200,-200,,-81,,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-79,-200,-200,-200,,,-200,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-79,-200,-200,,,,-200,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-79,-80,-200,-200,,-77,-200,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-79,-75,-200,-200,,,,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,-200,-200,,,,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,-200,-200,,,,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,,,,,-200,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,-79,-200,,,,,-79,-200,-200,-200,-200,-200
?,11/02/2016 15:35,-200,,,-200,,-79,,-83,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,-200,,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,,,,-200,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,-200,,,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,,,-200,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,-200,,,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,,,,,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-78,-200,-200,,,-200,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-78,-200,-200,,,,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-78,-200,,,,,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-200,,,-200,-200,-78,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-75,-200,-200,,,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,-200,,,,-200,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,,-200,,-200,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-78,-200,,,,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,-200,-200,,,,-80,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-200,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-200,,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-77,-81,-200,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-78,-78,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-78,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-78,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-79,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-87,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-82,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-81,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-81,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-81,-200,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-81,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-76,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-81,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-83,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-80,,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:36,-200,-200,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-87,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-82,-200,,-79,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-82,-200,,-80,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,-82,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,-200,,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,,-200,,-200,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-81,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,,,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-80,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:37,-200,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-71,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-72,-200,,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-77,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-76,,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-75,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-75,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-80,-200,,,,,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,,-200,,,,-81,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,-200,-200,,-200,,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-81,-200,-200,,,-200,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,-200,,,,,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,,-200,,,-200,-77,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,-200,-200,,,-200,-74,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-200,-79,-200,-200,,,,-75,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-72,-200,,-200,,,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-72,-200,-200,-200,,,-200,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-72,-200,-200,,,-200,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-76,-200,,-200,-200,-200,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-65,-200,-200,,,,,-76,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-66,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-75,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-75,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-82,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-72,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-73,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-75,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-80,-200,-200,-200,-200,,,-200,-200,-200,-200,-200,-200
?,11/02/2016 15:39,-80,-200,-200,-200,-200,,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:21,-84,-200,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:21,-84,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-84,-200,-200,,,,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-84,-200,-200,-200,,,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-84,-200,-200,-200,-200,-200,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-84,-200,,-200,-200,-200,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-77,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-77,-200,,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-79,-200,-200,-200,,,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-76,-200,-200,,,,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-78,-200,,,-200,,-200,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-77,-200,-200,-200,,-200,,-200,-200,-200,-200,-200,-200
?,8/03/2016 10:22,-77,-200,-200,-200,,,,-200,-80,-200,-200,-200,-200
?,8/03/2016 10:22,-77,-200,-200,,,,-200,-200,-80,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,-200,-200,-200,-80,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,,,,,-200,-80,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,,,-200,-200,-200,-69,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,,,-200,-79,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-76,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,,,-200,-71,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,,,-200,-75,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-67,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-69,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-63,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-71,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,-200,-200,-200,-80,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-70,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-69,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,-200,,-200,-70,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,-200,-200,-200,-67,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,,-200,-200,-71,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-71,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,,,-200,-75,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,-200,,-200,-70,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,,,,,-200,-74,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,-200,,-200,-72,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-65,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-72,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-66,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-81,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,,,-200,-79,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-73,-79,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,,,,,-200,-70,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,-200,-200,-200,,-200,-77,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,,,-200,,,-200,-75,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-75,-80,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,-200,-200,-74,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-79,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,-200,,,-200,-81,-200,-200,-200,-200
?,8/03/2016 10:22,-200,-200,-200,-200,,,,-200,-81,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-78,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-78,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,-200,-200,-200,-78,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-78,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,,-200,-200,-200,-80,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-200,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-200,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,,,-200,-200,-79,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,,-200,-200,-81,-77,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-79,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,-200,,-200,-79,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,,,-200,-75,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,,,-200,-77,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-79,-78,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,,-200,-200,,-200,-72,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,-200,,-200,-72,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,,-200,-200,-71,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-68,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,-200,-200,-74,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-66,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,-200,,-200,-67,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,-200,-200,-59,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,,-200,-200,-64,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-65,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-66,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,-200,-200,-67,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,,-200,-200,,-200,-64,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-62,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,-200,,-200,-62,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,,-200,,-200,-200,-62,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-65,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,-200,-200,-63,-200,-200,-200,-200
?,8/03/2016 10:23,-200,,-200,,,,-200,-200,-63,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-63,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,,-200,,-200,-200,-71,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,,,,-200,-71,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,-200,-200,,,-200,-60,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,,,-200,-60,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,,-200,-200,,,-200,-59,-200,-200,-200,-200
?,8/03/2016 10:23,-200,-200,-200,,,,,-200,-61,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,-200,-200,,,,-200,-60,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,-200,-200,-200,,,-200,-60,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,-200,-200,-200,,-200,-200,-59,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,,-200,-200,,,-200,-60,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,,,-200,-200,-200,-200,-77,-200,-200,-200,-200
?,8/03/2016 10:24,-200,-200,-200,-200,,-200,-200,-200,-71,-200,-200,-200,-200
